Current Date: 18-Sep-2022
Instrument Serial Number: EC202906C1
Software Name: InCyte
Version Number: 4.0


  Well ,  Sample ID ,  Date , Syms.Percent Percent for SymPop gated by Syms  (%) , Syms.Count Count for SymPop gated by Syms, Syms.Concentration Concentration for SymPop gated by Syms  (cells/mL) , Per.Mean Mean for SymPop gated by Syms, Per.Median Median for SymPop gated by Syms, Per.PercentCV % CV for SymPop gated by Syms  (%) , Chl.Mean Mean for SymPop gated by Syms, Chl.Median Median for SymPop gated by Syms, Chl.PercentCV % CV for SymPop gated by Syms  (%) , Flavin.Mean Mean for SymPop gated by Syms, Flavin.Median Median for SymPop gated by Syms, Flavin.PercentCV % CV for SymPop gated by Syms  (%) ,
 B12, 201-Rep 001, 09.18.2022, 100, 3772, 53577.4292229966, 5100.02633102588, 5363.1971442875, 54.413235076765, 6742.83955496929, 7408.75536121295, 52.815305427516, 68.472261155502, 68.3541610662943, 172.401025343309,
 B12, 201-Rep 002, 09.18.2022, 100, 3698, 52528.4963032929, 4944.24717446793, 5252.236881908, 53.9035493177409, 6666.56575373428, 7426.91752882201, 50.4699844670237, 67.7196686343903, 67.4845259810416, 122.656657920514,
 C01, 205-Rep 001, 09.18.2022, 100, 920, 13072.4961046738, 4825.18176788264, 5292.75955852265, 55.2068478447958, 6545.29689622094, 7171.15175302509, 60.7855497964729, 85.4549399218811, 77.1397238802882, 227.466909704969,
 C01, 205-Rep 002, 09.18.2022, 100, 1044, 14823.6654951346, 4599.15829041995, 4932.02050745048, 51.5745659539306, 6304.52629180787, 7010.16753720254, 54.8098913520879, 82.457317060106, 76.2485297564262, 251.138209435484,
 C02, 205-Rep 001, 09.18.2022, 100, 1089, 15465.4262061185, 4857.37168871302, 5294.6340115258, 55.0488021667677, 6510.43199544521, 7237.25046221181, 59.6324133132016, 84.2287502729804, 74.5648103201951, 226.400048121071,
 C02, 205-Rep 002, 09.18.2022, 100, 1340, 19025.0245291001, 4900.42435504466, 5349.4737634575, 51.1418428498026, 6507.03947189188, 7184.56124666154, 55.4701892017624, 81.4905319600977, 76.2886201378832, 228.245304593802,
 C03, 205-Rep 001, 09.18.2022, 100, 732, 10402.8167786636, 4849.90888429894, 5387.42722120276, 53.0363194714699, 6073.41108975935, 6759.30700059259, 55.1406842844589, 87.1420431899697, 76.5384077339884, 247.403964309127,
 C03, 205-Rep 002, 09.18.2022, 100, 648, 9204.00055128985, 4769.49425282578, 5070.78299870552, 62.7768925092122, 6143.35800450824, 6828.25258726983, 78.8340061873926, 89.7329607928984, 82.1569599184815, 307.18305190302,
 C04, 205-Rep 001, 09.18.2022, 100, 837, 11894.3683517339, 4807.92002083077, 5172.60830560174, 63.7833729907724, 6217.28079577953, 6777.62189796426, 78.5236073615321, 92.4714241826241, 76.7326718903992, 406.156725471019,
 C04, 205-Rep 002, 09.18.2022, 100, 831, 11797.8341235644, 4748.92499762369, 5121.43697198366, 62.1217301971507, 6162.89570094611, 6793.4238074382, 77.971073952747, 83.9605360055266, 76.9207779325098, 214.621112936327,
 C05, 206-Rep 001, 09.18.2022, 100, 2436, 34605.6712028777, 6631.19330569888, 7425.29904796513, 55.5193659464824, 9298.29180429701, 10497.7961904901, 55.8011027172853, 75.3135830361724, 80.2851440557728, 115.327163323658,
 C05, 206-Rep 002, 09.18.2022, 100, 2142, 30420.5310678486, 6446.39838171052, 7244.6839722759, 55.1079164365072, 9150.79844169454, 10355.9429117549, 53.6874521983848, 73.1857471019195, 77.3340070947626, 153.223028014197,
 C06, 206-Rep 001, 09.18.2022, 100, 4185, 59429.3782361002, 6729.90653537171, 7574.41320353575, 51.9411904006567, 9625.72117434845, 10766.5095084861, 49.9753699373001, 76.101269335538, 80.3930677200253, 89.694881076083,
 C06, 206-Rep 002, 09.18.2022, 100, 3627, 51470.7412133485, 6569.18911720723, 7433.53780940642, 52.8356479383361, 9461.34263684473, 10655.903400462, 49.2027598127117, 74.8302374730234, 80.0199438295262, 81.4214580234626,
 C07, 206-Rep 001, 09.18.2022, 100, 1978, 28104.8539244069, 6622.61411394954, 7401.08849442065, 57.9785272095383, 9415.6887165846, 10565.8703485446, 56.2886200886969, 79.8760192999592, 83.0975022214502, 90.5536143443674,
 C07, 206-Rep 002, 09.18.2022, 100, 1992, 28278.0112068861, 6310.43641255434, 7143.65479341933, 54.8060831377478, 9150.38643497313, 10364.110071824, 53.8592085925164, 75.8758164485449, 80.6274297888645, 93.922586882665,
 C08, 206-Rep 001, 09.18.2022, 100, 2614, 37136.1571092194, 6648.07317186871, 7316.68030328281, 53.6794353722951, 9595.69472111537, 10716.6454018225, 52.9581964816853, 81.2767163526243, 84.4913581390141, 169.253285017732,
 C08, 206-Rep 002, 09.18.2022, 100, 2470, 35086.6860730493, 6220.2459514346, 6986.88860555733, 55.014783695572, 9143.30095185226, 10305.343612834, 51.3371993372149, 74.8204044342567, 81.1886785771931, 86.9617699008218,
