Current Date: 18-Sep-2022
Instrument Serial Number: EC202906C1
Software Name: InCyte
Version Number: 4.0


  Well ,  Sample ID ,  Date , Syms.Percent Percent for SymPop gated by Syms  (%) , Syms.Count Count for SymPop gated by Syms, Syms.Concentration Concentration for SymPop gated by Syms  (cells/mL) , Per.Mean Mean for SymPop gated by Syms, Per.Median Median for SymPop gated by Syms, Per.PercentCV % CV for SymPop gated by Syms  (%) , Chl.Mean Mean for SymPop gated by Syms, Chl.Median Median for SymPop gated by Syms, Chl.PercentCV % CV for SymPop gated by Syms  (%) , Flavin.Mean Mean for SymPop gated by Syms, Flavin.Median Median for SymPop gated by Syms, Flavin.PercentCV % CV for SymPop gated by Syms  (%) ,
 B09, 153-Rep 002, 09.18.2022, 100, 4505, 130643.406377074, 9658.83190761709, 11331.0031462845, 46.6568928992563, 10051.8627727302, 10808.0700268492, 47.8925319377701, 83.4307763112561, 83.1622605033968, 143.812900303849,
 B10, 153-Rep 001, 09.18.2022, 100, 4441, 138540.034300489, 9599.36509948685, 11329.211788645, 48.1903297902219, 10101.25334983, 10975.6092861001, 50.2689912479441, 82.9818232542868, 84.7318993690051, 159.980253509767,
 B10, 153-Rep 002, 09.18.2022, 100, 4438, 140996.774560447, 9456.33802511353, 11107.824885804, 46.8516389677532, 9935.47813311546, 10766.8168634665, 47.3913511367922, 82.8550244602845, 84.697972712495, 140.702433660444,
 B11, 153-Rep 001, 09.18.2022, 100, 4394, 131916.21131966, 9388.45011111538, 11283.0330783013, 46.1938143983629, 9948.53374282633, 10952.3759454247, 45.7247418188741, 81.360565124198, 84.0102930227984, 160.978696491325,
 B11, 153-Rep 002, 09.18.2022, 100, 4376, 134519.886000323, 9078.65313550483, 11059.0267232756, 47.7597452351472, 9682.97562999294, 10671.3230983427, 47.9474440942351, 79.5487684991715, 82.4067554528071, 148.860986606004,
 B12, 153-Rep 001, 09.18.2022, 100, 4464, 160076.753545019, 9258.4501814558, 11039.919050721, 46.6940533674214, 10131.637295818, 10982.2030313792, 46.4894314123527, 82.9142540984182, 84.5869632015461, 139.60738342549,
 B12, 153-Rep 002, 09.18.2022, 100, 4409, 163756.463680755, 9363.25829454959, 11059.0752927756, 45.8220191324397, 10344.9909670912, 11187.5539272489, 47.6226629817533, 84.7744325316121, 84.8830017439893, 168.255246807829,
 C01, 157-Rep 001, 09.18.2022, 100, 4402, 81774.9889604958, 8442.55827799285, 10255.7797417627, 46.6447489370441, 9368.9731855711, 10255.2054765858, 43.321348734718, 94.6558611269496, 89.7275482899424, 168.635301649833,
 C01, 157-Rep 002, 09.18.2022, 100, 4515, 128213.162554043, 8421.79612704192, 10180.1087757748, 47.4591949394797, 9549.79018729087, 10353.4871983484, 43.769424552447, 93.7253443053306, 90.3720355091712, 185.101252223294,
 C02, 157-Rep 001, 09.18.2022, 100, 4427, 97049.8648764415, 8502.85675993671, 10318.9416942295, 47.494598217717, 9543.52354586676, 10412.3109816276, 42.8613309105272, 95.7886549040917, 88.8240222431845, 173.984269624901,
 C02, 157-Rep 002, 09.18.2022, 100, 4496, 121855.911165386, 8541.59171448371, 10160.8126547546, 48.1136761739008, 9678.58886648597, 10469.020350147, 43.9117972477957, 95.2503698837451, 90.4059767325359, 174.191112720259,
 C03, 157-Rep 001, 09.18.2022, 100, 4500, 116780.924547762, 8768.51901219644, 10619.3810588597, 46.6134897918819, 9698.63211036677, 10509.3517387458, 42.6500237823405, 95.1117319149534, 90.4183108745234, 209.207886415941,
 C03, 157-Rep 002, 09.18.2022, 100, 4515, 128475.343697239, 8678.62497148752, 10516.2657701916, 46.4800990229679, 9692.38686921136, 10546.5725224491, 42.3638659541878, 93.1433297764085, 90.560162652883, 203.10978505454,
 C04, 157-Rep 001, 09.18.2022, 100, 4521, 124406.088211171, 8704.98893977887, 10491.9425436402, 46.950831305938, 9651.40109650491, 10561.915187808, 43.2119307975816, 96.4559277002589, 91.0412165421091, 182.225247203336,
 C04, 157-Rep 002, 09.18.2022, 100, 4492, 126135.495411505, 8680.22086151631, 10473.2741961705, 46.9210533968037, 9733.07507730984, 10551.6688191947, 42.6214411997455, 97.2727784947198, 91.9663368219946, 221.339088439914,
 C05, 158-Rep 001, 09.18.2022, 100, 4478, 109595.641420134, 8435.52239367765, 10070.1850839315, 46.8544149143687, 9866.14532183235, 10509.4440497768, 42.44738160914, 82.9989882991385, 83.7204234186478, 131.26746570554,
 C05, 158-Rep 002, 09.18.2022, 100, 4471, 103360.215665845, 8227.58157606367, 9936.56440535488, 47.1873702472193, 9567.10054020211, 10386.779752999, 42.0636918064075, 80.4540241905604, 80.4454940639648, 136.623544482733,
 C06, 158-Rep 001, 09.18.2022, 100, 4499, 108305.054743029, 8378.48228181763, 10053.7683106691, 46.0075907017587, 9812.78000034212, 10539.1988355669, 41.4997928464221, 84.0747578095167, 83.0543352534403, 147.964114756892,
 C06, 158-Rep 002, 09.18.2022, 100, 4514, 112019.957677741, 8203.11300927426, 9782.02851697866, 47.4790151754185, 9618.45786620943, 10361.0494762668, 41.9709059927458, 81.985417121896, 81.6573966924148, 158.361899192718,
 C07, 158-Rep 001, 09.18.2022, 100, 3581, 50800.3245068015, 8345.35109439802, 10064.6251286512, 47.4000562753498, 9265.72168884229, 10089.7854463346, 43.3072090069294, 82.7587928530079, 81.2811935486787, 135.32866586569,
